Date,Year,State,Age,Gender,Race,Armed,Threat Level,Flee,Longitude,Latitude
2018-05-24,2018,FL,30.0,Male,White,unarmed,Attack,Foot,-82.11,29.412
2018-05-24,2018,OH,33.0,Male,White,unarmed,Attack,Not fleeing,-81.68,41.515
2018-05-25,2018,TX,29.0,Male,White,vehicle,Attack,Not fleeing,-101.999,36.033
2018-05-25,2018,CO,31.0,Male,White,knife,Other,Not fleeing,-103.773,40.253
2018-05-26,2018,TX,51.0,Male,White,gun,Other,Not fleeing,-94.178,30.349
2018-05-27,2018,CA,42.0,Male,Hispanic,knife,Other,Not fleeing,-117.084,32.564
2018-05-27,2018,CO,67.0,Male,White,gun,Attack,Not fleeing,-108.511,39.077
2018-05-29,2018,AZ,34.0,Male,Native,gun,Other,Not fleeing,-112.121,33.575
2018-05-29,2018,CA,51.0,Male,Hispanic,metal pipe,Attack,Not fleeing,-120.94,37.74
2018-05-29,2018,UT,19.0,Male,White,toy weapon,Other,Foot,-111.828,40.63
2018-05-30,2018,CA,29.0,Male,Hispanic,pick-axe,Attack,Foot,-118.43,34.268
2018-05-30,2018,FL,23.0,Male,Black,gun,Other,Not fleeing,-80.48,25.461
2018-05-31,2018,CA,46.0,Female,White,knife,Other,Not fleeing,-117.898,33.874
2018-05-31,2018,NC,42.0,Male,Black,knife,Attack,Car,-80.076,35.908
2018-06-01,2018,FL,21.0,Male,Hispanic,unarmed,Attack,Not fleeing,-81.612,28.027
2018-06-01,2018,HI,55.0,Male,Asian,knife,Attack,Not fleeing,-158.005,21.391
2018-06-03,2018,OK,32.0,Male,Hispanic,unarmed,Other,Car,-97.936,35.053
2018-06-03,2018,CA,34.0,Male,Hispanic,gun,Attack,Car,-117.482,34.013
2018-06-04,2018,MO,40.0,Male,White,gun,Attack,Foot,-93.307,37.236
2018-06-05,2018,TX,55.0,Male,Hispanic,gun,Attack,Not fleeing,-95.286,29.571
2018-06-05,2018,NC,20.0,Male,White,gun,Other,Not fleeing,-77.836,34.285
2018-06-06,2018,GA,56.0,Male,White,gun,Attack,Not fleeing,-85.032,33.036
2018-06-06,2018,OH,47.0,Male,White,gun,Other,Not fleeing,-83.038,40.295
2018-06-07,2018,NM,33.0,Male,White,gun,Attack,Car,-106.638,35.069
2018-06-07,2018,IN,28.0,Male,Black,gun,Attack,Not fleeing,-87.346,41.593
2018-06-07,2018,WA,50.0,Male,White,gun,Other,Not fleeing,-119.488,46.263
2018-06-08,2018,MS,36.0,Male,White,unarmed,Other,Not fleeing,-90.058,32.456
2018-06-08,2018,NJ,47.0,Male,White,gun,Attack,Car,-75.038,41.031
2018-06-09,2018,NJ,36.0,Female,Black,vehicle,Other,Car,-75.097,39.838
2018-06-09,2018,TX,49.0,Male,White,gun,Attack,Not fleeing,-97.372,31.076
2018-06-10,2018,CO,34.0,Male,White,unknown weapon,Other,Foot,-105.084,39.863
2018-06-11,2018,MD,41.0,Male,Black,unarmed,Attack,Not fleeing,-77.014,39.005
2018-06-11,2018,CA,29.0,Male,Hispanic,knife,Other,Car,-118.024,33.982
2018-06-12,2018,IL,34.0,Male,Black,gun,Attack,Car,-87.642,40.142
2018-06-12,2018,AZ,34.0,Male,White,unarmed,Other,Not fleeing,-112.074,33.488
2018-06-12,2018,DC,22.0,Male,Black,gun,Attack,Not fleeing,-77.006,38.877
2018-06-12,2018,NJ,32.0,Male,White,knife,Other,Not fleeing,-74.919,41.023
2018-06-13,2018,OH,44.0,Male,White,gun,Attack,Not fleeing,-83.092,39.013
2018-06-13,2018,FL,21.0,Male,White,toy weapon,Attack,Not fleeing,-81.685,28.84
2018-06-14,2018,GA,29.0,Male,Hispanic,gun,Attack,Foot,-83.856,34.262
2018-06-14,2018,NV,18.0,Male,Black,gun and car,Attack,Car,-115.021,36.189
2018-06-14,2018,MO,33.0,Male,Black,gun,Attack,Not fleeing,-94.586,39.1
2018-06-14,2018,MO,28.0,Female,White,sword,Other,Not fleeing,-94.531,39.163
2018-06-14,2018,WA,40.0,Male,Hispanic,gun,Other,Not fleeing,-122.176,47.731
2018-06-15,2018,IL,40.0,Male,White,unarmed,Other,Foot,-89.289,39.307
2018-06-16,2018,NY,37.0,Male,Black,knife,Other,Not fleeing,-74.36,41.259
2018-06-16,2018,NM,47.0,Male,Hispanic,unarmed,Attack,Car,-106.622,35.075
2018-06-17,2018,NJ,33.0,Male,Black,gun,Attack,Not fleeing,-74.753,40.209
2018-06-17,2018,UT,44.0,Male,Hispanic,gun,Other,Not fleeing,-111.879,40.702
2018-06-19,2018,GA,65.0,Male,White,gun,Attack,Not fleeing,-84.231,34.231
2018-06-19,2018,GA,20.0,Male,Black,gun,Attack,Not fleeing,-84.196,33.754
2018-06-19,2018,PA,17.0,Male,Black,unarmed,Other,Foot,-79.839,40.397
2018-06-19,2018,NM,55.0,Male,White,knife,Attack,Not fleeing,-103.733,35.167
2018-06-20,2018,GA,33.0,Male,Black,unarmed,Attack,Foot,-81.653,30.789
2018-06-20,2018,OH,29.0,Male,White,gun,Attack,Not fleeing,-81.77,41.395
2018-06-20,2018,OR,44.0,Male,White,metal pole,Other,Not fleeing,-121.261,44.092
2018-06-22,2018,OH,37.0,Male,White,knife,Attack,Not fleeing,-84.565,39.314
2018-06-22,2018,NJ,32.0,Male,Black,knife,Attack,Not fleeing,-74.435,39.368
2018-06-22,2018,VA,31.0,Male,White,knife,Attack,Not fleeing,-78.849,38.436
2018-06-22,2018,NY,20.0,Male,White,knife,Attack,Not fleeing,-73.778,42.667
2018-06-23,2018,MN,30.0,Male,Black,gun,Attack,Foot,-93.289,45.042
2018-06-23,2018,LA,25.0,Male,Black,knife,Attack,Not fleeing,-92.097,32.492
2018-06-23,2018,OR,47.0,Male,White,gun,Attack,Not fleeing,-124.217,43.358
2018-06-23,2018,ID,48.0,Male,White,gun and knife,Other,Not fleeing,-116.404,43.623
2018-06-23,2018,HI,32.0,Male,Other,bow and arrow,Attack,Not fleeing,-158.036,21.68
2018-06-25,2018,TX,29.0,Male,White,gun,Attack,Car,-96.671,32.868
2018-06-25,2018,MS,30.0,Male,White,gun,Other,Car,-89.838,33.721
2018-06-27,2018,CO,39.0,Male,White,gun,Attack,Foot,-104.884,39.74
2018-06-29,2018,CO,36.0,Male,Hispanic,gun,Attack,Car,-104.819,39.726
2018-06-29,2018,AR,36.0,Male,White,gun,Attack,Not fleeing,-93.138,35.289
2018-06-29,2018,FL,54.0,Male,White,gun,Attack,Not fleeing,-82.144,28.287
2018-06-29,2018,CA,27.0,Male,Black,unknown weapon,Other,Car,-117.812,34.046
2018-06-29,2018,AZ,19.0,Male,Black,gun,Attack,Not fleeing,-112.145,33.514
2018-06-29,2018,TN,33.0,Male,White,knife,Other,Foot,-87.323,35.266
2018-06-29,2018,MI,56.0,Male,White,gun,Attack,Car,-83.35,42.69
2018-07-01,2018,ID,33.0,Male,White,gun,Attack,Foot,-116.296,43.587
2018-07-01,2018,MO,60.0,Male,Asian,sword,Other,Not fleeing,-94.524,38.855
2018-07-01,2018,IA,26.0,Male,White,knife,Other,Not fleeing,-94.371,41.692
2018-07-03,2018,IL,52.0,Male,White,gun,Attack,Not fleeing,-88.299,41.985
2018-07-03,2018,NC,40.0,Male,Black,knife,Attack,Not fleeing,-78.971,35.045
2018-07-03,2018,IL,33.0,Male,Black,gun,Other,Foot,-87.743,41.886
2018-07-04,2018,CO,32.0,Male,Native,knife,Attack,Not fleeing,-104.613,38.246
2018-07-04,2018,CA,34.0,Male,Hispanic,gun,Attack,Not fleeing,-122.221,40.156
2018-07-05,2018,ND,26.0,Male,White,unarmed,Attack,Foot,-98.865,48.113
2018-07-05,2018,KY,62.0,Male,Asian,knife,Other,Not fleeing,-85.762,38.174
2018-07-05,2018,AZ,33.0,Female,Hispanic,gun,Attack,Other,-111.978,33.393
2018-07-05,2018,FL,55.0,Male,White,gun,Other,Not fleeing,-81.686,28.853
2018-07-05,2018,CA,38.0,Male,White,toy weapon,Attack,Not fleeing,-120.613,38.19
2018-07-06,2018,KS,43.0,Male,Black,gun,Attack,Not fleeing,-94.696,38.986
2018-07-07,2018,OR,27.0,Male,White,unarmed,Attack,Foot,-123.202,45.122
2018-07-07,2018,FL,52.0,Male,White,knife,Attack,Not fleeing,-81.627,30.443
2018-07-08,2018,AZ,34.0,Male,White,gun,Other,Not fleeing,-110.767,32.222
2018-07-10,2018,TX,40.0,Male,White,knife,Attack,Not fleeing,-95.667,33.122
2018-07-10,2018,FL,53.0,Male,Hispanic,gun,Attack,Car,-80.288,25.882
2018-07-10,2018,WY,21.0,Male,White,gun,Other,Car,-106.353,42.829
2018-07-11,2018,TX,45.0,Female,White,knife,Other,Not fleeing,-95.541,30.461
2018-07-11,2018,CA,34.0,Male,Hispanic,toy weapon,Other,Not fleeing,-120.845,37.062
2018-07-11,2018,NV,22.0,Male,Hispanic,gun,Attack,Car,-115.124,36.165
2018-07-13,2018,TX,25.0,Male,Hispanic,gun,Attack,Not fleeing,-99.169,28.671
2018-07-13,2018,MN,16.0,Male,White,knife,Attack,Not fleeing,-93.584,44.891
2018-07-14,2018,IL,37.0,Male,Black,gun,Other,Foot,-87.576,41.766
2018-07-14,2018,SC,68.0,Male,Black,gun,Attack,Not fleeing,-79.835,34.187
2018-07-15,2018,TX,34.0,Male,White,gun,Attack,Not fleeing,-95.259,29.42
2018-07-15,2018,NM,23.0,Male,Hispanic,gun,Attack,Not fleeing,-106.639,35.07
2018-07-17,2018,IA,25.0,Male,White,unknown weapon,Other,Car,-93.466,41.655
2018-07-17,2018,AZ,27.0,Male,Hispanic,gun,Attack,Car,-110.926,32.178
2018-07-17,2018,NC,51.0,Male,White,gun,Attack,Not fleeing,-81.529,35.94
2018-07-18,2018,NM,30.0,Male,Hispanic,gun,Attack,Not fleeing,-106.716,35.131
2018-07-18,2018,NC,33.0,Male,White,gun,Attack,Not fleeing,-82.503,35.425
2018-07-19,2018,IL,19.0,Male,Hispanic,gun,Other,Foot,-89.621,40.681
2018-07-19,2018,CA,22.0,Male,Hispanic,gun,Other,Other,-118.09,33.969
2018-07-20,2018,CA,37.0,Male,Hispanic,toy weapon,Attack,Not fleeing,-119.829,36.755
2018-07-20,2018,TX,19.0,Male,White,gun,Attack,Foot,-98.709,29.458
2018-07-20,2018,HI,33.0,Male,Other,gun,Attack,Car,-154.951,19.498
2018-07-20,2018,FL,38.0,Male,White,gun,Attack,Not fleeing,-81.96,28.91
2018-07-20,2018,CA,45.0,Male,Hispanic,gun,Attack,Car,-117.439,33.946
2018-07-21,2018,AZ,39.0,Male,White,gun and car,Attack,Foot,-111.087,32.131
2018-07-21,2018,AZ,21.0,Male,Hispanic,vehicle,Attack,Not fleeing,-111.875,33.393
2018-07-21,2018,OH,56.0,Male,White,knife,Attack,Not fleeing,-83.647,41.595
2018-07-21,2018,CA,27.0,Female,Hispanic,unarmed,Other,Foot,-118.272,34.107
2018-07-21,2018,CA,50.0,Male,Hispanic,toy weapon,Other,Foot,-117.925,33.828
2018-07-22,2018,OK,16.0,Male,White,vehicle,Attack,Car,-95.883,35.926
2018-07-22,2018,CO,18.0,Male,White,gun,Attack,Not fleeing,-104.474,38.564
2018-07-22,2018,CA,38.0,Male,Hispanic,unknown weapon,Other,Not fleeing,-117.325,33.983
2018-07-22,2018,CA,32.0,Male,Hispanic,box cutter,Attack,Foot,-117.222,34.123
2018-07-23,2018,NC,33.0,Male,Hispanic,machete,Other,Not fleeing,-73.18,44.457
2018-07-23,2018,VA,71.0,Male,White,gun,Attack,Not fleeing,-82.162,36.606
2018-07-23,2018,MD,30.0,Male,Hispanic,knife,Other,Not fleeing,-76.95,39.071
2018-07-24,2018,TN,39.0,Female,White,vehicle,Attack,Car,-85.169,35.313
2018-07-24,2018,FL,19.0,Male,Black,gun,Other,Car,-82.109,29.951
2018-07-24,2018,OR,44.0,Male,White,gun,Other,Not fleeing,-123.925,45.985
2018-07-25,2018,WA,54.0,Male,White,vehicle,Attack,Car,-117.363,47.646
2018-07-25,2018,TN,64.0,Male,White,gun,Attack,Not fleeing,-83.996,36.428
2018-07-26,2018,TN,25.0,Male,Black,gun,Other,Foot,-86.8,36.161
2018-07-26,2018,WA,18.0,Male,Hispanic,gun,Other,Not fleeing,-122.233,47.385
2018-07-26,2018,IL,36.0,Male,White,gun,Other,Not fleeing,-88.183,42.337
2018-07-26,2018,CA,24.0,Male,Hispanic,toy weapon,Other,Not fleeing,-118.366,33.878
2018-07-26,2018,AR,30.0,Male,White,gun,Attack,Not fleeing,-94.043,36.169
2018-07-26,2018,HI,53.0,Male,Asian,gun,Attack,Not fleeing,-158.137,21.389
2018-07-27,2018,CA,32.0,Male,Hispanic,gun,Attack,Not fleeing,-118.462,34.21
2018-07-28,2018,OH,25.0,Male,Black,gun,Other,Foot,-83.542,41.683
2018-07-28,2018,PA,44.0,Male,Hispanic,unarmed,Other,Not fleeing,-75.53,40.576
2018-07-28,2018,LA,32.0,Male,White,undetermined,Other,Car,-92.414,31.34
2018-07-28,2018,NC,33.0,Male,White,gun,Attack,Not fleeing,-79.478,35.134
2018-07-31,2018,AZ,23.0,Male,Hispanic,gun,Attack,Not fleeing,-111.774,33.379
2018-08-01,2018,MD,27.0,Male,Black,gun,Other,Foot,-76.99,38.803
2018-08-01,2018,AZ,53.0,Male,White,gun,Other,Not fleeing,-110.913,32.141
2018-08-01,2018,TX,35.0,Male,Hispanic,gun,Attack,Not fleeing,-102.415,34.809
2018-08-01,2018,VA,41.0,Male,Black,gun,Attack,Car,-77.459,37.918
2018-08-02,2018,CO,57.0,Male,White,vehicle,Attack,Car,-105.053,39.914
2018-08-02,2018,FL,18.0,Male,White,toy weapon,Attack,Not fleeing,-81.543,28.624
2018-08-03,2018,AR,34.0,Male,Black,gun,Attack,Not fleeing,-92.031,34.246
2018-08-03,2018,WA,31.0,Male,White,gun,Attack,Not fleeing,-117.459,47.997
2018-08-03,2018,FL,29.0,Male,Hispanic,Taser,Other,Not fleeing,-81.493,29.316
2018-08-04,2018,MO,33.0,Male,White,gun,Attack,Not fleeing,-94.439,39.234
2018-08-04,2018,FL,38.0,Male,White,gun,Other,Not fleeing,-80.101,26.451
2018-08-05,2018,MN,43.0,Male,Native,gun,Other,Not fleeing,-93.138,44.952
2018-08-05,2018,NM,29.0,Male,White,baseball bat,Attack,Not fleeing,-106.768,32.339
2018-08-05,2018,AR,68.0,Male,White,gun,Attack,Not fleeing,-94.368,35.472
2018-08-06,2018,NV,62.0,Male,Black,knife,Attack,Not fleeing,-115.17,36.183
2018-08-06,2018,GA,39.0,Male,Black,metal pipe,Attack,Not fleeing,-84.449,33.807
2018-08-06,2018,PA,59.0,Male,Black,gun,Attack,Not fleeing,-75.164,40.025
2018-08-07,2018,IN,24.0,Male,White,gun,Attack,Not fleeing,-86.606,39.108
2018-08-07,2018,AZ,42.0,Male,Hispanic,gun,Other,Other,-111.767,33.517
2018-08-07,2018,LA,26.0,Male,White,vehicle,Other,Car,-93.746,32.492
2018-08-08,2018,TN,24.0,Male,White,vehicle,Attack,Not fleeing,-85.95,36.263
2018-08-08,2018,CA,48.0,Male,Black,chain,Attack,Not fleeing,-117.108,32.694
2018-08-08,2018,NE,54.0,Male,Black,knife,Attack,Not fleeing,-95.94,41.272
2018-08-09,2018,PA,48.0,Male,Black,gun,Attack,Foot,-75.179,39.927
2018-08-09,2018,NC,37.0,Male,White,gun,Attack,Not fleeing,-78.995,35.955
2018-08-09,2018,MD,40.0,Male,Black,gun,Other,Foot,-76.871,38.913
2018-08-09,2018,OH,28.0,Male,Black,gun,Attack,Foot,-82.999,40.065
2018-08-12,2018,WI,35.0,Male,White,knife,Other,Not fleeing,-90.72,45.509
2018-08-12,2018,CA,21.0,Male,Hispanic,gun,Attack,Foot,-118.162,34.044
2018-08-12,2018,VA,40.0,Male,Black,gun,Attack,Car,-78.889,38.068
2018-08-13,2018,OK,32.0,Male,Black,gun,Attack,Foot,-97.601,35.435
2018-08-13,2018,WI,48.0,Male,Black,gun,Other,Not fleeing,-87.924,43.021
2018-08-13,2018,IL,32.0,Male,Black,gun,Attack,Foot,-87.701,41.481
2018-08-13,2018,IA,31.0,Male,White,gun,Other,Not fleeing,-94.386,41.053
2018-08-16,2018,FL,58.0,Male,White,gun,Attack,Not fleeing,-82.429,30.204
2018-08-16,2018,AK,30.0,Male,Black,knife,Attack,Not fleeing,-149.439,61.581
2018-08-18,2018,CA,15.0,Male,Hispanic,gun,Other,Other,-120.801,37.58
2018-08-18,2018,CA,30.0,Male,White,knife,Other,Not fleeing,-118.401,34.015
2018-08-18,2018,AZ,28.0,Male,Hispanic,gun,Other,Foot,-112.091,33.392
2018-08-19,2018,CA,21.0,Male,Black,toy weapon,Other,Not fleeing,-119.053,35.329
2018-08-19,2018,GA,33.0,Male,Black,gun,Attack,Not fleeing,-84.408,33.727
2018-08-20,2018,PA,36.0,Male,Black,vehicle,Attack,Car,-75.041,40.032
2018-08-20,2018,NH,38.0,Male,White,gun,Attack,Not fleeing,-70.982,43.276
2018-08-23,2018,NM,34.0,Female,Hispanic,vehicle,Other,Not fleeing,-106.648,34.737
2018-08-23,2018,OH,23.0,Female,White,sharp object,Attack,Not fleeing,-82.999,39.961
2018-08-24,2018,SC,44.0,Male,White,crossbow,Attack,Not fleeing,-81.836,34.693
2018-08-24,2018,OH,20.0,Male,Black,toy weapon,Attack,Not fleeing,-84.484,39.127
2018-08-25,2018,VA,18.0,Male,White,gun,Other,Not fleeing,-80.512,37.152
2018-08-25,2018,PA,29.0,Male,White,gun,Attack,Not fleeing,-76.734,39.984
2018-08-25,2018,CO,37.0,Female,White,gun,Attack,Car,-105.87,37.469
2018-08-26,2018,SC,41.0,Female,White,gun,Attack,Not fleeing,-81.525,35.066
2018-08-27,2018,AZ,25.0,Male,White,gun and vehicle,Attack,Car,-112.143,33.46
2018-08-27,2018,AZ,20.0,Male,White,gun,Attack,Not fleeing,-112.134,33.64
2018-08-27,2018,CA,34.0,Male,White,knife,Other,Not fleeing,-122.353,40.571
2018-08-28,2018,NC,37.0,Male,Hispanic,unknown weapon,Other,Not fleeing,-77.572,35.927
2018-08-28,2018,CA,18.0,Male,White,gun,Attack,Not fleeing,-117.116,34.023
2018-08-29,2018,OH,72.0,Male,White,gun,Other,Not fleeing,-83.335,39.671
2018-08-29,2018,TX,17.0,Male,Black,vehicle,Attack,Car,-95.271,29.784
2018-08-30,2018,FL,45.0,Female,White,gun,Attack,Not fleeing,-82.536,28.948
2018-08-30,2018,CA,49.0,Female,Hispanic,toy weapon,Other,Not fleeing,-118.153,34.114
2018-08-31,2018,FL,64.0,Male,White,gun,Attack,Not fleeing,-82.242,28.78
2018-08-31,2018,TN,36.0,Male,White,knife,Other,Not fleeing,-88.666,35.427
2018-08-31,2018,CO,61.0,Male,White,gun,Attack,Not fleeing,-104.959,39.438
2018-09-01,2018,TX,24.0,Male,Black,vehicle,Attack,Car,-97.149,32.7
2018-09-03,2018,WA,40.0,Male,White,knife,Other,Not fleeing,-117.582,47.483
2018-09-04,2018,CO,27.0,Male,White,knife,Attack,Not fleeing,-105.03,39.872
2018-09-05,2018,FL,23.0,Male,Black,unarmed,Other,Not fleeing,-80.201,25.998
2018-09-05,2018,AL,33.0,Male,White,undetermined,Other,Car,-86.807,33.749
2018-09-05,2018,NC,45.0,Male,White,gun,Attack,Not fleeing,-80.832,36.212
2018-09-06,2018,CA,19.0,Male,Black,toy weapon,Attack,Foot,-121.492,38.562
2018-09-08,2018,AL,63.0,Male,White,gun,Attack,Not fleeing,-88.29,31.066
2018-09-09,2018,TX,39.0,Female,Black,gun and knife,Other,Not fleeing,-95.565,29.596
2018-09-12,2018,NY,32.0,Male,Hispanic,gun,Attack,Not fleeing,-78.892,42.908
2018-09-12,2018,IN,38.0,Male,Black,gun,Attack,Not fleeing,-87.288,41.599
2018-09-13,2018,NV,36.0,Male,Asian,box cutter,Attack,Not fleeing,-115.056,36.076
2018-09-14,2018,MI,46.0,Male,Black,gun,Attack,Not fleeing,-83.236,42.362
2018-09-14,2018,GA,31.0,Male,White,gun,Attack,Not fleeing,-84.091,34.221
2018-09-14,2018,AZ,40.0,Male,White,gun,Attack,Not fleeing,-111.672,33.415
2018-09-15,2018,IA,31.0,Male,White,gun,Attack,Not fleeing,-93.624,41.703
2018-09-15,2018,AR,50.0,Male,White,knife,Attack,Not fleeing,-92.097,34.855
2018-09-16,2018,PA,29.0,Male,Hispanic,gun,Attack,Not fleeing,-76.297,40.036
2018-09-16,2018,WI,25.0,Male,White,unknown weapon,Other,Not fleeing,-87.691,44.081
2018-09-16,2018,LA,31.0,Male,Black,gun,Attack,Not fleeing,-93.793,32.485
2018-09-17,2018,MD,23.0,Male,Hispanic,gun,Other,Foot,-76.952,38.804
2018-09-17,2018,NY,54.0,Female,White,knife,Attack,Not fleeing,-73.896,40.734
2018-09-17,2018,KY,44.0,Male,White,vehicle,Attack,Car,-87.314,37.009
2018-09-18,2018,VA,43.0,Male,White,gun,Attack,Foot,-75.981,36.863
2018-09-18,2018,WA,37.0,Male,White,knife,Attack,Not fleeing,-122.154,48.114
2018-09-20,2018,HI,55.0,Male,White,gun,Attack,Not fleeing,-157.828,21.278
2018-09-20,2018,FL,40.0,Male,Hispanic,gun,Attack,Car,-80.312,25.777
2018-09-22,2018,NV,26.0,Male,White,gun,Attack,Foot,-115.029,36.046
2018-09-23,2018,MD,29.0,Male,Black,gun,Attack,Not fleeing,-76.63,39.291
2018-09-24,2018,KY,29.0,Male,White,box cutter,Attack,Not fleeing,-84.115,36.636
2018-09-24,2018,CA,42.0,Male,Hispanic,gun,Attack,Not fleeing,-118.187,34.048
2018-09-24,2018,AZ,20.0,Male,White,gun,Attack,Not fleeing,-112.229,33.581
2018-09-25,2018,FL,34.0,Male,Black,gun,Other,Not fleeing,-81.412,28.493
2018-09-25,2018,NY,41.0,Male,Hispanic,knife,Other,Not fleeing,-73.714,41.867
2018-09-26,2018,NJ,29.0,Male,Black,vehicle,Attack,Car,-74.209,40.707
2018-09-27,2018,OK,19.0,Male,White,gun and knife,Attack,Car,-97.878,36.396
2018-09-27,2018,NM,32.0,Male,Hispanic,gun,Other,Foot,-106.763,32.295
2018-09-27,2018,LA,23.0,Male,White,vehicle,Other,Not fleeing,-90.462,30.504
2018-09-27,2018,FL,41.0,Male,Black,gun,Other,Not fleeing,-81.67,29.648
2018-09-27,2018,HI,37.0,Male,Hispanic,knife,Other,Not fleeing,-157.878,21.324
2018-09-28,2018,SC,24.0,Male,White,gun,Attack,Not fleeing,-80.122,32.742
2018-09-29,2018,OK,54.0,Male,Native,undetermined,Other,Car,-95.983,35.633
2018-09-29,2018,NH,40.0,Male,White,gun,Other,Not fleeing,-71.08,43.028
2018-09-30,2018,TN,40.0,Male,White,ax,Other,Not fleeing,-84.06,35.603
2018-10-01,2018,MN,23.0,Male,White,knife,Attack,Foot,-92.859,44.731
2018-10-01,2018,FL,33.0,Male,White,unarmed,Other,Not fleeing,-81.377,28.526
2018-10-02,2018,GA,26.0,Male,White,gun,Attack,Not fleeing,-84.563,33.808
2018-10-02,2018,CA,36.0,Female,Black,vehicle,Attack,Not fleeing,-117.307,34.522
2018-10-03,2018,TN,38.0,Male,Black,gun,Attack,Not fleeing,-89.887,35.206
2018-10-05,2018,TN,31.0,Male,Black,gun,Attack,Not fleeing,-86.823,36.199
2018-10-05,2018,OR,48.0,Male,White,gun,Attack,Foot,-121.919,42.518
2018-10-07,2018,HI,51.0,Male,Asian,machete,Attack,Not fleeing,-157.857,21.305
2018-10-07,2018,CA,36.0,Male,White,toy weapon,Attack,Not fleeing,-121.107,38.938
2018-10-07,2018,FL,39.0,Male,White,gun,Attack,Not fleeing,-82.116,30.028
2018-10-08,2018,NM,22.0,Male,Hispanic,sharp object,Other,Foot,-103.196,34.392
2018-10-08,2018,OK,24.0,Male,White,gun,Other,Car,-97.977,35.726
2018-10-08,2018,TN,36.0,Male,White,vehicle,Attack,Car,-84.218,36.025
2018-10-10,2018,OR,30.0,Male,White,knife,Other,Not fleeing,-122.578,45.468
2018-10-10,2018,TX,76.0,Male,White,gun,Attack,Not fleeing,-106.326,31.783
2018-10-10,2018,NY,39.0,Male,Black,gun,Attack,Car,-77.58,43.173
2018-10-10,2018,IN,49.0,Female,White,gun,Attack,Not fleeing,-87.427,39.101
2018-10-10,2018,NV,21.0,Male,White,gun,Attack,Foot,-115.244,36.015
2018-10-10,2018,WI,31.0,Male,Black,gun,Attack,Not fleeing,-88.038,43.134
2018-10-12,2018,AR,27.0,Male,Black,knife,Other,Not fleeing,-94.374,35.407
2018-10-12,2018,HI,26.0,Female,Other,vehicle,Attack,Not fleeing,-154.873,19.551
2018-10-12,2018,AZ,84.0,Male,White,gun,Attack,Not fleeing,-111.859,33.335
2018-10-12,2018,UT,17.0,Male,White,knife,Other,Not fleeing,-111.682,40.299
2018-10-14,2018,CA,17.0,Male,Hispanic,knife,Attack,Not fleeing,-119.197,36.093
2018-10-14,2018,OH,22.0,Male,Black,gun,Attack,Not fleeing,-83.542,39.652
2018-10-14,2018,GA,41.0,Male,White,gun,Attack,Not fleeing,-83.741,34.265
2018-10-17,2018,WA,29.0,Male,White,gun,Attack,Foot,-122.931,46.117
2018-10-17,2018,TN,19.0,Male,Black,gun,Attack,Foot,-89.884,35.078
2018-10-17,2018,TX,18.0,Male,Black,unarmed,Other,Not fleeing,-98.528,29.44
2018-10-18,2018,CO,18.0,Male,White,gun,Attack,Other,-105.11,39.786
2018-10-18,2018,UT,23.0,Male,White,vehicle,Other,Car,-111.878,40.763
2018-10-18,2018,WI,38.0,Male,White,vehicle,Attack,Car,-88.543,42.723
2018-10-18,2018,NJ,19.0,Male,Black,undetermined,Other,Not fleeing,-75.044,39.451
2018-10-18,2018,GA,63.0,Male,Black,toy weapon,Attack,Not fleeing,-83.711,33.804
2018-10-19,2018,FL,21.0,Male,Black,vehicle,Attack,Car,-80.203,25.948
2018-10-20,2018,TX,35.0,Male,White,gun,Attack,Not fleeing,-95.536,33.662
2018-10-20,2018,WA,50.0,Male,White,gun,Other,Not fleeing,-122.438,47.111
2018-10-20,2018,SC,34.0,Female,White,gun,Attack,Not fleeing,-80.221,34.365
2018-10-22,2018,UT,26.0,Male,White,knife,Attack,Not fleeing,-111.931,40.537
2018-10-22,2018,TN,61.0,Male,White,unknown weapon,Attack,Not fleeing,-83.182,36.073
2018-10-23,2018,OK,37.0,Male,Native,gun,Attack,Not fleeing,-95.923,36.148
2018-10-23,2018,IA,27.0,Male,White,undetermined,Other,Car,-90.572,41.587
2018-10-23,2018,WA,24.0,Male,White,unarmed,Attack,Car,-122.239,47.824
2018-10-23,2018,CA,37.0,Male,Hispanic,gun,Attack,Car,-121.888,38.029
2018-10-25,2018,MO,28.0,Male,Black,vehicle and gun,Attack,Not fleeing,-90.219,38.773
2018-10-27,2018,NV,44.0,Male,Asian,unknown weapon,Other,Not fleeing,-115.215,36.05
2018-10-27,2018,TX,30.0,Male,Black,gun,Attack,Not fleeing,-95.177,30.055
2018-10-29,2018,CA,30.0,Male,Black,Taser,Other,Not fleeing,-118.327,34.098
2018-10-29,2018,MD,28.0,Male,Black,vehicle,Attack,Car,-76.565,39.373
2018-10-29,2018,GA,42.0,Female,White,toy weapon,Attack,Not fleeing,-84.027,33.174
2018-10-31,2018,FL,32.0,Male,White,gun,Attack,Not fleeing,-81.031,29.106
2018-10-31,2018,FL,24.0,Male,Black,gun,Other,Foot,-81.686,30.372
2018-10-31,2018,TX,17.0,Male,Hispanic,toy weapon,Attack,Car,-95.53,30.027
2018-10-31,2018,NV,26.0,Male,Hispanic,vehicle,Attack,Car,-115.105,36.195
2018-11-02,2018,ID,35.0,Male,Black,unarmed,Attack,Foot,-112.032,43.498
